place_id;oblast_id;name;oblast;place_city_name;place_oblast_name;lang;country
1487022;1511732;Власиха;Алтайский край;Vlasikha;Altayskiy Kray;ru;RU
1488207;1511732;Усть-Иша;Алтайский край;Ust'-Isha;Altayskiy Kray;ru;RU
1490913;1511732;Старый Тогул;Алтайский край;Staryy Togul;Altayskiy Kray;ru;RU
1491428;1511732;Солтон;Алтайский край;Solton;Altayskiy Kray;ru;RU
1491706;1511732;Славгород;Алтайский край;Slavgorod;Altayskiy Kray;ru;RU
1492009;1511732;Шульгин-Лог;Алтайский край;Shul'gin Log;Altayskiy Kray;ru;RU
1503153;1511732;Ключи;Алтайский край;Klyuchi;Altayskiy Kray;ru;RU
1506260;1511732;Горняк;Алтайский край;Gornyak;Altayskiy Kray;ru;RU
1492491;1511732;Шахи;Алтайский край;Shakhi;Altayskiy Kray;ru;RU
1501894;1511732;Красный Яр;Алтайский край;Krasnyy Yar;Altayskiy Kray;ru;RU
1506131;1511732;Гришковка;Алтайский край;Grishkovka;Altayskiy Kray;ru;RU
1510709;1511732;Баево;Алтайский край;Bayevo;Altayskiy Kray;ru;RU
1486340;1511732;Яровое;Алтайский край;Yarovoye;Altayskiy Kray;ru;RU
1486983;1511732;Волчиха;Алтайский край;Volchikha;Altayskiy Kray;ru;RU
1500614;1511732;Лесное;Алтайский край;Lesnoye;Altayskiy Kray;ru;RU
1504985;1511732;Калманка;Алтайский край;Kalmanka;Altayskiy Kray;ru;RU
1510283;1511732;Берёзовка;Алтайский край;Berezovka;Altayskiy Kray;ru;RU
1488235;1511732;Усть-Чарышская Пристань;Алтайский край;Ust'-Charyshskaya Pristan';Altayskiy Kray;ru;RU
1491006;1511732;Староалейское;Алтайский край;Staroaleyskoye;Altayskiy Kray;ru;RU
1495101;1511732;Петропавловское;Алтайский край;Petropavlovskoye;Altayskiy Kray;ru;RU
1510502;1511732;Белокуриха;Алтайский край;Belokurikha;Altayskiy Kray;ru;RU
7458389;1511732;Кусак;Алтайский край;Kusak;Altayskiy Kray;ru;RU
1485397;1511732;Затон;Алтайский край;Zaton;Altayskiy Kray;ru;RU
1488632;1511732;Угловское;Алтайский край;Uglovskoye;Altayskiy Kray;ru;RU
1493577;1511732;Романово;Алтайский край;Romanovo;Altayskiy Kray;ru;RU
1508918;1511732;Боровиха;Алтайский край;Borovikha;Altayskiy Kray;ru;RU
1510665;1511732;Баюновские Ключи;Алтайский край;Bayunovskiye Klyuchi;Altayskiy Kray;ru;RU
1491535;1511732;Соколово;Алтайский край;Sokolovo;Altayskiy Kray;ru;RU
1495260;1511732;Первомайский;Алтайский край;Pervomayskiy;Altayskiy Kray;ru;RU
1495448;1511732;Павловск;Алтайский край;Pavlovsk;Altayskiy Kray;ru;RU
1495613;1511732;Панкрушиха;Алтайский край;Pankrushikha;Altayskiy Kray;ru;RU
1499292;1511732;Мартыново;Алтайский край;Martynovo;Altayskiy Kray;ru;RU
1501460;1511732;Кулунда;Алтайский край;Kulunda;Altayskiy Kray;ru;RU
1503856;1511732;Хабары;Алтайский край;Khabary;Altayskiy Kray;ru;RU
1504871;1511732;Камень-на-Оби;Алтайский край;Kamen'-na-Obi;Altayskiy Kray;ru;RU
1510018;1511732;Бийск;Алтайский край;Biysk;Altayskiy Kray;ru;RU
1484982;1511732;Зональное;Алтайский край;Zonal'noye;Altayskiy Kray;ru;RU
1485528;1511732;Залесово;Алтайский край;Zalesovo;Altayskiy Kray;ru;RU
1489209;1511732;Троицкое;Алтайский край;Troitskoye;Altayskiy Kray;ru;RU
1489504;1511732;Тогул;Алтайский край;Togul;Altayskiy Kray;ru;RU
1490266;1511732;Тальменка;Алтайский край;Tal'menka;Altayskiy Kray;ru;RU
1491219;1511732;Советское;Алтайский край;Sovetskoye;Altayskiy Kray;ru;RU
1491633;1511732;Смоленское;Алтайский край;Smolenskoye;Altayskiy Kray;ru;RU
1492160;1511732;Шипуново;Алтайский край;Shipunovo;Altayskiy Kray;ru;RU
1493623;1511732;Родино;Алтайский край;Rodino;Altayskiy Kray;ru;RU
1497173;1511732;Новоалтайск;Алтайский край;Novoaltaysk;Altayskiy Kray;ru;RU
1498027;1511732;Налобиха;Алтайский край;Nalobikha;Altayskiy Kray;ru;RU
1506418;1511732;Гоньба;Алтайский край;Gon'ba;Altayskiy Kray;ru;RU
1485339;1511732;Завьялово;Алтайский край;Zav'yalovo;Altayskiy Kray;ru;RU
1495259;1511732;Первомайское;Алтайский край;Pervomayskoye;Altayskiy Kray;ru;RU
1499428;1511732;Мамонтово;Алтайский край;Mamontovo;Altayskiy Kray;ru;RU
1499779;1511732;Малиновое Озеро;Алтайский край;Malinovoye Ozero;Altayskiy Kray;ru;RU
1505570;1511732;Иня;Алтайский край;Inya;Altayskiy Kray;ru;RU
1509958;1511732;Бобровка;Алтайский край;Bobrovka;Altayskiy Kray;ru;RU
1510454;1511732;Белоярск;Алтайский край;Beloyarsk;Altayskiy Kray;ru;RU
1510853;1511732;Барнаул;Алтайский край;Barnaul;Altayskiy Kray;ru;RU
1487164;1511732;Веселоярск;Алтайский край;Veseloyarsk;Altayskiy Kray;ru;RU
1490356;1511732;Табуны;Алтайский край;Tabuny;Altayskiy Kray;ru;RU
1491047;1511732;Старобелокуриха;Алтайский край;Starobelokurikha;Altayskiy Kray;ru;RU
1491088;1511732;Сростки;Алтайский край;Srostki;Altayskiy Kray;ru;RU
1492281;1511732;Шелаболиха;Алтайский край;Shelabolikha;Altayskiy Kray;ru;RU
1493083;1511732;Санниково;Алтайский край;Sannikovo;Altayskiy Kray;ru;RU
1487997;1511732;Усятское;Алтайский край;Usyatskoye;Altayskiy Kray;ru;RU
1490450;1511732;Сычёвка;Алтайский край;Sychevka;Altayskiy Kray;ru;RU
1490450;1511732;Сычевка;Алтайский край;Sychevka;Altayskiy Kray;ru;RU
1492638;1511732;Северка;Алтайский край;Severka;Altayskiy Kray;ru;RU
1493467;1511732;Рубцовск;Алтайский край;Rubtsovsk;Altayskiy Kray;ru;RU
1500770;1511732;Лебяжье;Алтайский край;Lebyazh'ye;Altayskiy Kray;ru;RU
1511783;1511732;Алейск;Алтайский край;Aleysk;Altayskiy Kray;ru;RU
6283717;1511732;Логовское;Алтайский край;Logovskoye;Altayskiy Kray;ru;RU
1488030;1511732;Устьянка;Алтайский край;Ust'yanka;Altayskiy Kray;ru;RU
1497729;1511732;Николаевка;Алтайский край;Nikolayevka;Altayskiy Kray;ru;RU
1502387;1511732;Косиха;Алтайский край;Kosikha;Altayskiy Kray;ru;RU
1511217;1511732;Ая;Алтайский край;Aya;Altayskiy Kray;ru;RU
1539142;1511732;Новые Зори;Алтайский край;Novyye Zori;Altayskiy Kray;ru;RU
1539142;1511732;НовыеЗори;Алтайский край;Novyye Zori;Altayskiy Kray;ru;RU
1489138;1511732;Целинное;Алтайский край;Tselinnoye;Altayskiy Kray;ru;RU
1489378;1511732;Топольное;Алтайский край;Topol'noye;Altayskiy Kray;ru;RU
1493722;1511732;Ребриха;Алтайский край;Rebrikha;Altayskiy Kray;ru;RU
1496651;1511732;Новотырышкино;Алтайский край;Novotyryshkino;Altayskiy Kray;ru;RU
1497215;1511732;Новиково;Алтайский край;Novikovo;Altayskiy Kray;ru;RU
1497220;1511732;Новичиха;Алтайский край;Novichikha;Altayskiy Kray;ru;RU
1497899;1511732;Гальбштадт;Алтайский край;Gal'bshtadt;Altayskiy Kray;ru;RU
1497899;1511732;Некрасово;Алтайский край;Gal'bshtadt;Altayskiy Kray;ru;RU
1501706;1511732;Крутиха;Алтайский край;Krutikha;Altayskiy Kray;ru;RU
1508517;1511732;Быстрый Исток;Алтайский край;Bystryy Istok;Altayskiy Kray;ru;RU
1511519;1511732;Антоньевка;Алтайский край;Anton'yevka;Altayskiy Kray;ru;RU
1538642;1511732;Сибирский;Алтайский край;Sibirskiy;Altayskiy Kray;ru;RU
1487487;1511732;Верх-Бехтемир;Алтайский край;Verkh-Bekhtemir;Altayskiy Kray;ru;RU
1490776;1511732;Стуково;Алтайский край;Stukovo;Altayskiy Kray;ru;RU
1491704;1511732;Славгородское;Алтайский край;Slavgorodskoye;Altayskiy Kray;ru;RU
1492034;1511732;Шубенка;Алтайский край;Shubenka;Altayskiy Kray;ru;RU
1502066;1511732;Краснощёково;Алтайский край;Krasnoshchekovo;Altayskiy Kray;ru;RU
1487569;1511732;Верх-Катунское;Алтайский край;Verkh-Katunskoye;Altayskiy Kray;ru;RU
1491378;1511732;Сорокино;Алтайский край;Sorokino;Altayskiy Kray;ru;RU
1491461;1511732;Солонешное;Алтайский край;Soloneshnoye;Altayskiy Kray;ru;RU
1494739;1511732;Подсосново;Алтайский край;Podsosnovo;Altayskiy Kray;ru;RU
1496739;1511732;Новосиликатный;Алтайский край;Novosilikatnyy;Altayskiy Kray;ru;RU
1498067;1511732;Нагорный;Алтайский край;Nagornyy;Altayskiy Kray;ru;RU
1508427;1511732;Чарышское;Алтайский край;Charyshskoye;Altayskiy Kray;ru;RU
1508520;1511732;Быстрянка;Алтайский край;Bystryanka;Altayskiy Kray;ru;RU
1509999;1511732;Благовещенка;Алтайский край;Blagoveshchenka;Altayskiy Kray;ru;RU
1511736;1511732;Алтайское;Алтайский край;Altayskoye;Altayskiy Kray;ru;RU
1511736;1511732;Алтайский;Алтайский край;Altayskoye;Altayskiy Kray;ru;RU
1485042;1511732;Змеиногорск;Алтайский край;Zmeinogorsk;Altayskiy Kray;ru;RU
1485439;1511732;Заринская;Алтайский край;Zarinsk;Altayskiy Kray;ru;RU
1485439;1511732;Заринск;Алтайский край;Zarinsk;Altayskiy Kray;ru;RU
1488200;1511732;Усть-Калманка;Алтайский край;Ust'-Kalmanka;Altayskiy Kray;ru;RU
1494331;1511732;Поспелиха;Алтайский край;Pospelikha;Altayskiy Kray;ru;RU
1497973;1511732;Научный Городок;Алтайский край;Nauchnyy Gorodok;Altayskiy Kray;ru;RU
1498775;1511732;Михайловское;Алтайский край;Mikhaylovskoye;Altayskiy Kray;ru;RU
1498775;1511732;Михайловский;Алтайский край;Mikhaylovskoye;Altayskiy Kray;ru;RU
1502105;1511732;Красногорское;Алтайский край;Krasnogorskoye;Altayskiy Kray;ru;RU
1508230;1511732;Черемное;Алтайский край;Cheremnoye;Altayskiy Kray;ru;RU
1510779;1511732;Бастан;Алтайский край;Bastan;Altayskiy Kray;ru;RU
1484956;1511732;Зудилово;Алтайский край;Zudilovo;Altayskiy Kray;ru;RU
1485627;1511732;Южный;Алтайский край;Yuzhnyy;Altayskiy Kray;ru;RU
1488741;1511732;Тюменцево;Алтайский край;Tyumentsevo;Altayskiy Kray;ru;RU
1489398;1511732;Топчиха;Алтайский край;Topchikha;Altayskiy Kray;ru;RU
1500990;1511732;Кытманово;Алтайский край;Kytmanovo;Altayskiy Kray;ru;RU
1508636;1511732;Бурла;Алтайский край;Burla;Altayskiy Kray;ru;RU
2014743;2027748;Тыгда;Амурская область;Tygda;Amurskaya Oblast';ru;RU
2017705;2027748;Поярково;Амурская область;Poyarkovo;Amurskaya Oblast';ru;RU
2016170;2027748;Среднебелая;Амурская область;Srednebelaya;Amurskaya Oblast';ru;RU
2015646;2027748;Талдан;Амурская область;Taldan;Amurskaya Oblast';ru;RU
2017487;2027748;Райчихинск;Амурская область;Raychikhinsk;Amurskaya Oblast';ru;RU
2018964;2027748;Новобурейский;Амурская область;Novobureyskiy;Amurskaya Oblast';ru;RU
2027487;2027748;Архара;Амурская область;Arkhara;Amurskaya Oblast';ru;RU
2016277;2027748;Соловьевск;Амурская область;Solovjevsk;Amurskaya Oblast';ru;RU
2016680;2027748;Широкий;Амурская область;Shirokiy;Amurskaya Oblast';ru;RU
2016701;2027748;Шимановск;Амурская область;Shimanovsk;Amurskaya Oblast';ru;RU
2015833;2027748;Свободный;Амурская область;Svobodnyy;Amurskaya Oblast';ru;RU
2019296;2027748;Невер;Амурская область;Never;Amurskaya Oblast';ru;RU
2026609;2027748;Благовещенск;Амурская область;Blagoveshchensk;Amurskaya Oblast';ru;RU
2015608;2027748;Тамбовка;Амурская область;Tambovka;Amurskaya Oblast';ru;RU
2017409;2027748;Ромны;Амурская область;Romny;Amurskaya Oblast';ru;RU
2016443;2027748;Сковородино;Амурская область;Skovorodino;Amurskaya Oblast';ru;RU
2026895;2027748;Белогорск;Амурская область;Belogorsk;Amurskaya Oblast';ru;RU
2014038;2027748;Ушумун;Амурская область;Ushumun;Amurskaya Oblast';ru;RU
2015217;2027748;Токур;Амурская область;Tokur;Amurskaya Oblast';ru;RU
2016477;2027748;Сиваки;Амурская область;Sivaki;Amurskaya Oblast';ru;RU
2013032;2027748;Екатеринославка;Амурская область;Yekaterinoslavka;Amurskaya Oblast';ru;RU
2018882;2027748;Новорайчихинск;Амурская область;Novoraychikhinsk;Amurskaya Oblast';ru;RU
2021799;2027748;Константиновка;Амурская область;Konstantinovka;Amurskaya Oblast';ru;RU
2012593;2027748;Зея;Амурская область;Zeya;Amurskaya Oblast';ru;RU
2014078;2027748;Уруша;Амурская область;Urusha;Amurskaya Oblast';ru;RU
2014718;2027748;Тында;Амурская область;Tynda;Amurskaya Oblast';ru;RU
2025917;2027748;Бурея;Амурская область;Bureya;Amurskaya Oblast';ru;RU
2012938;2027748;Ерофей Павлович;Амурская область;Yerofey Pavlovich;Amurskaya Oblast';ru;RU
2016942;2027748;Серышево;Амурская область;Seryshevo;Amurskaya Oblast';ru;RU
2018214;2027748;Овсянка;Амурская область;Ovsyanka;Amurskaya Oblast';ru;RU
2024461;2027748;Экимчан;Амурская область;Ekimchan;Amurskaya Oblast';ru;RU
2012626;2027748;Завитинск;Амурская область;Zavitinsk;Amurskaya Oblast';ru;RU
2015686;2027748;Талакан;Амурская область;Talakan;Amurskaya Oblast';ru;RU
2015707;2027748;Тахтамыгда;Амурская область;Takhtamygda;Amurskaya Oblast';ru;RU
2020591;2027748;Магдагачи;Амурская область;Magdagachi;Amurskaya Oblast';ru;RU
527321;581043;Мезень;Архангельская область;Mezen';Arkhangel'skaya Oblast';ru;RU
468983;581043;Яренск;Архангельская область;Yarensk;Arkhangel'skaya Oblast';ru;RU
474470;581043;Верхняя Тойма;Архангельская область;Verkhnyaya Toyma;Arkhangel'skaya Oblast';ru;RU
526346;581043;Мирный;Архангельская область;Mirnyy;Arkhangel'skaya Oblast';ru;RU
543704;581043;Котлас;Архангельская область;Kotlas;Arkhangel'skaya Oblast';ru;RU
831129;581043;Мирный;Архангельская область;Mirnyy;Arkhangel'skaya Oblast';ru;RU
505112;581043;Приводино;Архангельская область;Privodino;Arkhangel'skaya Oblast';ru;RU
516647;581043;Няндома;Архангельская область;Nyandoma;Arkhangel'skaya Oblast';ru;RU
6315390;581043;Васьково;Архангельская область;Vas'kovo;Arkhangel'skaya Oblast';ru;RU
470530;581043;Вычегодский;Архангельская область;Vychegodskiy;Arkhangel'skaya Oblast';ru;RU
495856;581043;Шангалы;Архангельская область;Shangaly;Arkhangel'skaya Oblast';ru;RU
509026;581043;Плесецк;Архангельская область;Plesetsk;Arkhangel'skaya Oblast';ru;RU
544370;581043;Коряжма;Архангельская область;Koryazhma;Arkhangel'skaya Oblast';ru;RU
515246;581043;Онега;Архангельская область;Onega;Arkhangel'skaya Oblast';ru;RU
494304;581043;Шипицыно;Архангельская область;Shipitsyno;Arkhangel'skaya Oblast';ru;RU
509483;581043;Пинега;Архангельская область;Pinega;Arkhangel'skaya Oblast';ru;RU
542423;581043;Красноборск;Архангельская область;Krasnoborsk;Arkhangel'skaya Oblast';ru;RU
507899;581043;Подюга;Архангельская область;Podyuga;Arkhangel'skaya Oblast';ru;RU
545353;581043;Коноша;Архангельская область;Konosha;Arkhangel'skaya Oblast';ru;RU
552465;581043;Каргополь;Архангельская область;Kargopol';Arkhangel'skaya Oblast';ru;RU
581049;581043;Архангельск;Архангельская область;Arkhangel'sk;Arkhangel'skaya Oblast';ru;RU
472387;581043;Волошка;Архангельская область;Voloshka;Arkhangel'skaya Oblast';ru;RU
491029;581043;Солгинский;Архангельская область;Solginskiy;Arkhangel'skaya Oblast';ru;RU
515966;581043;Оксовский;Архангельская область;Oksovskiy;Arkhangel'skaya Oblast';ru;RU
577240;581043;Берёзник;Архангельская область;Bereznik;Arkhangel'skaya Oblast';ru;RU
577240;581043;Двинской Березник;Архангельская область;Bereznik;Arkhangel'skaya Oblast';ru;RU
467539;581043;Емецк;Архангельская область;Yemetsk;Arkhangel'skaya Oblast';ru;RU
533916;581043;Лойга;Архангельская область;Loyga;Arkhangel'skaya Oblast';ru;RU
547871;581043;Кизема;Архангельская область;Kizema;Arkhangel'skaya Oblast';ru;RU
551736;581043;Катунино;Архангельская область;Katunino;Arkhangel'skaya Oblast';ru;RU
553609;581043;Каменка;Архангельская область;Kamenka;Arkhangel'skaya Oblast';ru;RU
563990;581043;Двинской;Архангельская область;Dvinskoy;Arkhangel'skaya Oblast';ru;RU
569269;581043;Черемушский;Архангельская область;Cheremushskiy;Arkhangel'skaya Oblast';ru;RU
467084;581043;Ерцево;Архангельская область;Yertsevo;Arkhangel'skaya Oblast';ru;RU
469707;581043;Ягры;Архангельская область;Yagry;Arkhangel'skaya Oblast';ru;RU
478769;581043;Урдома;Архангельская область;Urdoma;Arkhangel'skaya Oblast';ru;RU
490743;581043;Сольвычегодск;Архангельская область;Sol'vychegodsk;Arkhangel'skaya Oblast';ru;RU
539385;581043;Кулой;Архангельская область;Kuloy;Arkhangel'skaya Oblast';ru;RU
545467;581043;Конёво;Архангельская область;Konevo;Arkhangel'skaya Oblast';ru;RU
545467;581043;Конево;Архангельская область;Konevo;Arkhangel'skaya Oblast';ru;RU
550574;581043;Харитоново;Архангельская область;Kharitonovo;Arkhangel'skaya Oblast';ru;RU
557127;581043;Ильинско-Подомское;Архангельская область;Il'insko-Podomskoye;Arkhangel'skaya Oblast';ru;RU
494884;581043;Шенкурск;Архангельская область;Shenkursk;Arkhangel'skaya Oblast';ru;RU
496285;581043;Северодвинск;Архангельская область;Severodvinsk;Arkhangel'skaya Oblast';ru;RU
518909;581043;Новодвинск;Архангельская область;Novodvinsk;Arkhangel'skaya Oblast';ru;RU
533418;581043;Луковецкий;Архангельская область;Lukovetskiy;Arkhangel'skaya Oblast';ru;RU
535839;581043;Лешуконское;Архангельская область;Leshukonskoye;Arkhangel'skaya Oblast';ru;RU
546742;581043;Кодино;Архангельская область;Kodino;Arkhangel'skaya Oblast';ru;RU
477958;581043;Ust’-Shonosha;Архангельская область;Ust'-Shonosha;Arkhangel'skaya Oblast';ru;RU
477958;581043;Усть-Шоноша;Архангельская область;Ust'-Shonosha;Arkhangel'skaya Oblast';ru;RU
479619;581043;Удимский;Архангельская область;Udimskiy;Arkhangel'skaya Oblast';ru;RU
504187;581043;Пуксоозеро;Архангельская область;Puksoozero;Arkhangel'skaya Oblast';ru;RU
549748;581043;Холмогоры;Архангельская область;Kholmogory;Arkhangel'skaya Oblast';ru;RU
6315399;581043;Исакогорка;Архангельская область;Isakogorka;Arkhangel'skaya Oblast';ru;RU
475938;581043;Вельск;Архангельская область;Vel'sk;Arkhangel'skaya Oblast';ru;RU
829291;581043;Илеза;Архангельская область;Ileza;Arkhangel'skaya Oblast';ru;RU
467527;581043;Емца;Архангельская область;Yemtsa;Arkhangel'skaya Oblast';ru;RU
495983;581043;Шалакуша;Архангельская область;Shalakusha;Arkhangel'skaya Oblast';ru;RU
499025;581043;Самодед;Архангельская область;Samoded;Arkhangel'skaya Oblast';ru;RU
501847;581043;Рочегда;Архангельская область;Rochegda;Arkhangel'skaya Oblast';ru;RU
552256;581043;Карпогоры;Архангельская область;Karpogory;Arkhangel'skaya Oblast';ru;RU
529376;580491;Марфино;Астраханская область;Marfino;Astrakhanskaya Oblast';ru;RU
550671;580491;Харабали;Астраханская область;Kharabali;Astrakhanskaya Oblast';ru;RU
481287;580491;Трудфронт;Астраханская область;Trudfront;Astrakhanskaya Oblast';ru;RU
557390;580491;Икряное;Астраханская область;Ikryanoye;Astrakhanskaya Oblast';ru;RU
467479;580491;Енотаевка;Астраханская область;Yenotayevka;Astrakhanskaya Oblast';ru;RU
472490;580491;Володарский;Астраханская область;Volodarskiy;Astrakhanskaya Oblast';ru;RU
475196;580491;Верхний Баскунчак;Астраханская область;Verkhniy Baskunchak;Astrakhanskaya Oblast';ru;RU
507302;580491;Полднёвое;Астраханская область;Poldnevoye;Astrakhanskaya Oblast';ru;RU
507302;580491;Полдневое;Астраханская область;Poldnevoye;Astrakhanskaya Oblast';ru;RU
523443;580491;Нариманов;Астраханская область;Narimanov;Astrakhanskaya Oblast';ru;RU
523443;580491;Нижневолжск;Астраханская область;Narimanov;Astrakhanskaya Oblast';ru;RU
535229;580491;Лиман;Астраханская область;Liman;Astrakhanskaya Oblast';ru;RU
553248;580491;Камызяк;Астраханская область;Kamyzyak;Astrakhanskaya Oblast';ru;RU
490737;580491;Солянка;Астраханская область;Solyanka;Astrakhanskaya Oblast';ru;RU
580497;580491;Астрахань;Астраханская область;Astrakhan;Astrakhanskaya Oblast';ru;RU
541349;580491;Красный Яр;Астраханская область;Krasnyy Yar;Astrakhanskaya Oblast';ru;RU
523734;580491;Началово;Астраханская область;Nachalovo;Astrakhanskaya Oblast';ru;RU
523734;580491;Начало;Астраханская область;Nachalovo;Astrakhanskaya Oblast';ru;RU
498437;580491;Сасыколи;Астраханская область;Sasykoli;Astrakhanskaya Oblast';ru;RU
480482;580491;Тумак;Астраханская область;Tumak;Astrakhanskaya Oblast';ru;RU
484644;580491;Тамбовка;Астраханская область;Tambovka;Astrakhanskaya Oblast';ru;RU
492502;580491;Сизый Бугор;Астраханская область;Sizyy Bugor;Astrakhanskaya Oblast';ru;RU
583798;580491;Ахтубинск;Астраханская область;Akhtubinsk;Astrakhanskaya Oblast';ru;RU
831130;580491;Знаменск;Астраханская область;Znamensk;Astrakhanskaya Oblast';ru;RU
831130;580491;Капустин Яр;Астраханская область;Znamensk;Astrakhanskaya Oblast';ru;RU
488777;580491;Старокучергановка;Астраханская область;Starokucherganovka;Astrakhanskaya Oblast';ru;RU
515109;580491;Оранжереи;Астраханская область;Oranzherei;Astrakhanskaya Oblast';ru;RU
568464;580491;Чёрный Яр;Астраханская область;Chyorny Yar;Astrakhanskaya Oblast';ru;RU
568464;580491;Черный Яр;Астраханская область;Chyorny Yar;Astrakhanskaya Oblast';ru;RU
583683;580491;Аксарайский;Астраханская область;Aksarayskiy;Astrakhanskaya Oblast';ru;RU
548387;580491;Кировский;Астраханская область;Kirovskiy;Astrakhanskaya Oblast';ru;RU
463655;580491;Зензели;Астраханская область;Zenzeli;Astrakhanskaya Oblast';ru;RU
524473;580491;Мумра;Астраханская область;Mumra;Astrakhanskaya Oblast';ru;RU
552999;580491;Капустин Яр;Астраханская область;Kapustin Yar;Astrakhanskaya Oblast';ru;RU
469151;580491;Яндыки;Астраханская область;Yandyki;Astrakhanskaya Oblast';ru;RU
469512;580491;Яксатово;Астраханская область;Yaksatovo;Astrakhanskaya Oblast';ru;RU
541795;580491;Красные Баррикады;Астраханская область;Krasnyye Barrikady;Astrakhanskaya Oblast';ru;RU
552821;580491;Каралат;Астраханская область;Karalat;Astrakhanskaya Oblast';ru;RU
472751;580491;Волго-Каспийский;Астраханская область;Volgo-Kaspiyskiy;Astrakhanskaya Oblast';ru;RU
477611;580491;Увары;Астраханская область;Uvary;Astrakhanskaya Oblast';ru;RU
520798;580491;Нижний Баскунчак;Астраханская область;Nizhniy Baskunchak;Astrakhanskaya Oblast';ru;RU
497211;578853;Семилетка;Республика Башкортостан;Semiletka;Bashkortostan;ru;RU
569579;578853;Чекмагуш;Республика Башкортостан;Chekmagush;Bashkortostan;ru;RU
570813;578853;Бурибай;Республика Башкортостан;Buribay;Bashkortostan;ru;RU
538368;578853;Кушнарёнково;Республика Башкортостан;Kushnarenkovo;Bashkortostan;ru;RU
538368;578853;Кушнаренково;Республика Башкортостан;Kushnarenkovo;Bashkortostan;ru;RU
552862;578853;Караидель;Республика Башкортостан;Karaidel';Bashkortostan;ru;RU
568344;578853;Чесноковка;Республика Башкортостан;Chesnokovka;Bashkortostan;ru;RU
570455;578853;Буздяк;Республика Башкортостан;Buzdyak;Bashkortostan;ru;RU
577881;578853;Белорецк;Республика Башкортостан;Beloretsk;Bashkortostan;ru;RU
579728;578853;Бакалы;Республика Башкортостан;Bakaly;Bashkortostan;ru;RU
467260;578853;Ермекеево;Республика Башкортостан;Yermekeyevo;Bashkortostan;ru;RU
467260;578853;Ерменеево;Республика Башкортостан;Yermekeyevo;Bashkortostan;ru;RU
479201;578853;Улукулево;Республика Башкортостан;Ulukulevo;Bashkortostan;ru;RU
487498;578853;Стерлибашево;Республика Башкортостан;Sterlibashevo;Bashkortostan;ru;RU
495770;578853;Шаран;Республика Башкортостан;Sharan;Bashkortostan;ru;RU
499292;578853;Салават;Республика Башкортостан;Salavat;Bashkortostan;ru;RU
580688;578853;Асаново;Республика Башкортостан;Asanovo;Bashkortostan;ru;RU
462626;578853;Зилаир;Республика Башкортостан;Zilair;Bashkortostan;ru;RU
479198;578853;Улу-Теляк;Республика Башкортостан;Ulu-Telyak;Bashkortostan;ru;RU
521031;578853;Нижнетроитский;Республика Башкортостан;Nizhnetroitskiy;Bashkortostan;ru;RU
521031;578853;Нижнетроицкий;Республика Башкортостан;Nizhnetroitskiy;Bashkortostan;ru;RU
478699;578853;Урман;Республика Башкортостан;Urman;Bashkortostan;ru;RU
483650;578853;Темясово;Республика Башкортостан;Temyasovo;Bashkortostan;ru;RU
488618;578853;Старосубхангулово;Республика Башкортостан;Starosubkhangulovo;Bashkortostan;ru;RU
564022;578853;Дуван;Республика Башкортостан;Duvan;Bashkortostan;ru;RU
576317;578853;Бирск;Республика Башкортостан;Birsk;Bashkortostan;ru;RU
469178;578853;Янаул;Республика Башкортостан;Yanaul;Bashkortostan;ru;RU
524681;578853;Мраково;Республика Башкортостан;Mrakovo;Bashkortostan;ru;RU
576116;578853;Благовещенск;Республика Башкортостан;Blagoveshchensk;Bashkortostan;ru;RU
480637;578853;Тукан;Республика Башкортостан;Tukan;Bashkortostan;ru;RU
502540;578853;Альшеево;Республика Башкортостан;Rayevskiy;Bashkortostan;ru;RU
502540;578853;Раевский;Республика Башкортостан;Rayevskiy;Bashkortostan;ru;RU
521814;578853;Николо-Березовка;Республика Башкортостан;Nikolo-Berezovka;Bashkortostan;ru;RU
570868;578853;Бураево;Республика Башкортостан;Burayevo;Bashkortostan;ru;RU
578534;578853;Баймак;Республика Башкортостан;Baymak;Bashkortostan;ru;RU
468483;578853;Языково;Республика Башкортостан;Yazykovo;Bashkortostan;ru;RU
519027;578853;Новобелокатай;Республика Башкортостан;Novobelokatay;Bashkortostan;ru;RU
526247;578853;Мишкино;Республика Башкортостан;Mishkino;Bashkortostan;ru;RU
527717;578853;Мелеуз;Республика Башкортостан;Meleuz;Bashkortostan;ru;RU
493160;578853;Сибай;Республика Башкортостан;Sibay;Bashkortostan;ru;RU
515879;578853;Октябрьский;Республика Башкортостан;Oktyabr'skiy;Bashkortostan;ru;RU
552312;578853;Кармаскалы;Республика Башкортостан;Karmaskaly;Bashkortostan;ru;RU
553169;578853;Кандры;Республика Башкортостан;Kandry;Bashkortostan;ru;RU
555980;578853;Ишимбай;Республика Башкортостан;Ishimbay;Bashkortostan;ru;RU
556279;578853;Инзер;Республика Башкортостан;Inzer;Bashkortostan;ru;RU
563719;578853;Дюртюли;Республика Башкортостан;Dyurtyuli;Bashkortostan;ru;RU
568012;578853;Чишмы;Республика Башкортостан;Chishmy;Bashkortostan;ru;RU
571000;578853;Булгаково;Республика Башкортостан;Bulgakovo;Bashkortostan;ru;RU
584329;578853;Абзаково;Республика Башкортостан;Abzakovo;Bashkortostan;ru;RU
